cod;municipio;popula
1506351;Santa Bárbara do Pará (PA);21079
3147303;Paraisópolis (MG);21083
2311264;Quiterianópolis (CE);21084
2919926;Madre de Deus (BA);21093
2933505;Wenceslau Guimarães (BA);21101
2909604;Crisópolis (BA);21103
3142809;Monte Alegre de Minas (MG);21120
5004601;Itaquiraí (MS);21142
1303007;Nhamundá (AM);21173
2904753;Buritirama (BA);21174
4112108;Jandaia do Sul (PR);21176
2202307;Canto do Buriti (PI);21187
3517703;Guará (SP);21220
3114402;Carmo do Rio Claro (MG);21225
2701308;Cajueiro (AL);21264
4219002;Urussanga (SC);21268
2101905;Bequimão (MA);21280
2613404;São José da Coroa Grande (PE);21298
2501500;Bananeiras (PB);21318
4316006;Rolante (RS);21349
4313201;Nova Petrópolis (RS);21353
2613305;São Joaquim do Monte (PE);21356
4217402;Schroeder (SC);21365
1504950;Nova Esperança do Piriá (PA);21368
5106257;Nova Xavantina (MT);21374
2107704;Paraibano (MA);21386
4213500;Porto Belo (SC);21388
3149903;Perdões (MG);21390
2106326;Maracaçumé (MA);21395
3205036;Vargem Alta (ES);21402
2309508;Orós (CE);21427
1100403;Alto Paraíso (RO);21428
2608503;Lagoa de Itaenga (PE);21429
2609154;Manari (PE);21434
1506583;Santa Maria das Barreiras (PA);21449
3517505;Guapiaçu (SP);21454
2408904;Parelhas (RN);21477
2108702;Pio XII (MA);21485
3540903;Pradópolis (SP);21496
3533007;Nova Granada (SP);21500
2904100;Boquira (BA);21508
3202207;Fundão (ES);21509
3147204;Paraguaçu (MG);21513
3143203;Monte Santo de Minas (MG);21524
3513603;Cunha (SP);21547
4319000;São Marcos (RS);21556
2211209;Uruçuí (PI);21558
2800209;Aquidabã (SE);21563
5102702;Canarana (MT);21579
2301307;Araripe (CE);21600
1303700;Santo Antônio do Içá (AM);21602
2923605;Paramirim (BA);21607
4313060;Nova Hartz (RS);21615
2103174;Centro Novo do Maranhão (MA);21622
1600402;Mazagão (AP);21632
2306603;Itatira (CE);21647
3115508;Caxambu (MG);21656
4208104;Itaiópolis (SC);21669
2705705;Olho d'Água das Flores (AL);21688
2912103;Ibicaraí (BA);21689
2604502;Chã Grande (PE);21698
2702108;Colônia Leopoldina (AL);21698
5209705;Hidrolândia (GO);21706
4318200;São Francisco de Paula (RS);21710
3204203;Piúma (ES);21711
3527405;Lucélia (SP);21747
2923407;Palmas de Monte Alto (BA);21750
3133501;Itapecerica (MG);21762
3110509;Camanducaia (MG);21770
3305604;Silva Jardim (RJ);21774
3305158;São José do Vale do Rio Preto (RJ);21795
5008008;Terenos (MS);21806
2923209;Oliveira dos Brejinhos (BA);21825
2503001;Caaporã (PB);21828
2509107;Mari (PB);21837
2313807;Uruburetama (CE);21850
5201306;Anicuns (GO);21850
5006002;Nova Alvorada do Sul (MS);21882
1400209;Caracaraí (RR);21926
3301504;Cordeiro (RJ);21926
5002902;Cassilândia (MS);21939
1600535;Porto Grande (AP);21971
1300144;Apuí (AM);21973
5002209;Bonito (MS);21976
5220207;São Miguel do Araguaia (GO);21993
2102705;Cantanhede (MA);21995
2112233;Trizidela do Vale (MA);21998
2901205;Anagé (BA);22005
2610400;Parnamirim (PE);22010
3540002;Pompéia (SP);22014
2906907;Caravelas (BA);22016
5103502;Diamantino (MT);22041
4100509;Altônia (PR);22056
2801405;Carira (SE);22082
2100204;Alcântara (MA);22097
2605400;Feira Nova (PE);22131
1707009;Dianópolis (TO);22139
4117305;Ortigueira (PR);22141
2311504;Quixeré (CE);22149
2702603;Feira Grande (AL);22166
5205406;Ceres (GO);22191
2922409;Mutuípe (BA);22221
3535309;Palmital (SP);22221
3529708;Miguelópolis (SP);22226
2916104;Itaparica (BA);22228
2111706;São Vicente Ferrer (MA);22247
2926202;Riachão das Neves (BA);22339
5101407;Aripuanã (MT);22354
3502754;Araçariguama (SP);22364
5200134;Acreúna (GO);22366
2301950;Barreira (CE);22425
2407807;Monte Alegre (RN);22451
2900801;Alcobaça (BA);22470
3114204;Carmo do Cajuru (MG);22478
2931509;Teofilândia (BA);22518
2308906;Morrinhos (CE);22534
2303006;Caridade (CE);22547
5106307;Paranatinga (MT);22563
2908200;Conceição da Feira (BA);22581
2908903;Coração de Maria (BA);22605
4206702;Herval d'Oeste (SC);22606
2610806;Pedra (PE);22617
2925956;Rafael Jambeiro (BA);22621
2605608;Flores (PE);22624
5208905;Goiás (GO);22645
2302008;Barro (CE);22680
4315305;Quaraí (RS);22687
2921104;Medeiros Neto (BA);22688
4306809;Encantado (RS);22706
3139508;Manhumirim (MG);22707
2613206;São João (PE);22793
4310330;Imbé (RS);22800
2501104;Areia (PB);22819
4114104;Mandaguaçu (PR);22819
2600906;Amaraji (PE);22829
4203907;Capinzal (SC);22848
1721208;Tocantinópolis (TO);22870
4211702;Orleans (SC);22912
3118403;Conselheiro Pena (MG);22921
3202108;Ecoporanga (ES);22923
1100015;Alta Floresta D'Oeste (RO);22945
2600807;Altinho (PE);22972
5210901;Itapaci (GO);22981
1100320;São Miguel do Guaporé (RO);23005
1200450;Senador Guiomard (AC);23024
5001904;Bataguassu (MS);23024
1507474;São João de Pirabas (PA);23045
2915809;Itambé (BA);23049
1304401;Urucurituba (AM);23065
4205704;Garopaba (SC);23078
4113502;Loanda (PR);23086
2304004;Coreaú (CE);23136
4212809;Balneário Piçarras (SC);23147
3554300;Teodoro Sampaio (SP);23148
2905008;Caculé (BA);23170
3204005;Pancas (ES);23184
5004700;Ivinhema (MS);23187
2930774;Sobradinho (BA);23191
2108454;Peritoró (MA);23196
3553302;Tambaú (SP);23207
3132701;Itambacuri (MG);23211
3553807;Taquarituba (SP);23218
3301405;Conceição de Macabu (RJ);23228
3302106;Itaocara (RJ);23234
3100203;Abaeté (MG);23237
4215703;Santo Amaro da Imperatriz (SC);23245
2607000;Inajá (PE);23247
3548005;Santo Antônio de Posse (SP);23310
2903409;Belmonte (BA);23328
5005202;Ladário (MS);23331
2512309;Princesa Isabel (PB);23345
2103802;Dom Pedro (MA);23350
2106508;Matinha (MA);23370
2912707;Ibirapitanga (BA);23375
2614857;Tamandaré (PE);23388
4104659;Carambeí (PR);23415
2301604;Assaré (CE);23417
4124053;Santa Terezinha de Itaipu (PR);23465
2412500;São Miguel (RN);23519
2611903;Rio Formoso (PE);23535
4120804;Quatro Barras (PR);23559
3204609;Santa Teresa (ES);23590
3162708;São João do Paraíso (MG);23618
4319604;São Sepé (RS);23621
2105500;João Lisboa (MA);23632
3113008;Caraí (MG);23685
1502509;Chaves (PA);23717
2805505;Poço Verde (SE);23728
3119104;Corinto (MG);23731
1506302;Salvaterra (PA);23752
3154002;Raul Soares (MG);23762
3162955;São José da Lapa (MG);23766
1502004;Cachoeira do Arari (PA);23767
3143401;Monte Sião (MG);23803
2102903;Carutapera (MA);23807
3105103;Bambuí (MG);23829
4206306;Guabiruba (SC);23832
2918803;Laje (BA);23840
2102309;Buriti Bravo (MA);23884
2609709;Orobó (PE);23884
2109007;Porto Franco (MA);23885
4321808;Três de Maio (RS);23906
4321907;Três Passos (RS);23906
2708303;São José da Laje (AL);23927
4322202;Tupanciretã (RS);23948
2703809;Joaquim Gomes (AL);23993
4105904;Colorado (PR);24012
4216909;São Lourenço do Oeste (SC);24076
2605004;Cupira (PE);24107
4320909;Tapejara (RS);24111
2411502;Santo Antônio (RN);24136
3130903;Inhapim (MG);24140
2306108;Irauçuba (CE);24156
2512903;Rio Tinto (PB);24176
2304350;Forquilha (CE);24218
2702355;Craíbas (AL);24219
3521408;Iracemápolis (SP);24235
2932002;Uauá (BA);24240
4318408;São Jerônimo (RS);24248
4310801;Ivoti (RS);24293
2911907;Iaçu (BA);24305
2102804;Carolina (MA);24322
3148707;Pedra Azul (MG);24324
3502705;Apiaí (SP);24374
2706406;Pão de Açúcar (AL);24399
3507902;Brotas (SP);24403
2506905;Itabaiana (PB);24477
4320107;Sarandi (RS);24489
2703205;Igreja Nova (AL);24499
5217104;Piracanjuba (GO);24524
3512407;Cordeirópolis (SP);24528
3147402;Paraopeba (MG);24540
5007109;Ribas do Rio Pardo (MS);24615
5002100;Bela Vista (MS);24629
2705101;Matriz de Camaragibe (AL);24642
3540754;Potim (SP);24643
2301703;Aurora (CE);24654
2504603;Conde (PB);24670
3520004;Igaraçu do Tietê (SP);24674
2507002;Itaporanga (PB);24692
3304151;Quissamã (RJ);24700
2704005;Junqueiro (AL);24727
2924801;Piritiba (BA);24755
2603702;Canhotinho (PE);24804
2304251;Cruz (CE);24827
2307403;Jucás (CE);24833
5004502;Itaporã (MS);24839
3109303;Buritis (MG);24841
1507458;São Geraldo do Araguaia (PA);24847
1506609;Santa Maria do Pará (PA);24861
4203956;Capivari de Baixo (SC);24871
2600302;Agrestina (PE);24885
5217302;Pirenópolis (GO);24908
3501301;Álvares Machado (SP);24915
3507803;Brodowski (SP);24939
3124203;Espera Feliz (MG);24951
2305308;Ibiapina (CE);24997
2707107;Piranhas (AL);25039
4208500;Ituporanga (SC);25086
3531407;Monte Aprazível (SP);25087
2901106;Amélia Rodrigues (BA);25102
5000708;Anastácio (MS);25135
2108256;Pedro do Rosário (MA);25144
1303601;Santa Isabel do Rio Negro (AM);25156
3303955;Pinheiral (RJ);25156
3162401;São João da Ponte (MG);25165
3101102;Aimorés (MG);25167
2201903;Bom Jesus (PI);25179
2918357;João Dourado (BA);25188
2906709;Cândido Sales (BA);25189
3129509;Ibiá (MG);25199
1100940;Cujubim (RO);25215
2705002;Mata Grande (AL);25216
2914406;Iraquara (BA);25216
5203500;Bom Jesus de Goiás (GO);25216
5002951;Chapadão do Sul (MS);25218
3502200;Angatuba (SP);25228
2110039;Santa Luzia do Paruá (MA);25254
3205069;Venda Nova do Imigrante (ES);25277
2807600;Umbaúba (SE);25294
3169604;Tupaciguara (MG);25327
4304663;Capão do Leão (RS);25354
4103602;Cambará (PR);25360
1507904;Soure (PA);25374
2609006;Macaparana (PE);25376
3135803;Jequitinhonha (MG);25391
2925808;Queimadas (BA);25439
3507100;Bom Jesus dos Perdões (SP);25448
3162005;São Gonçalo do Sapucaí (MG);25449
4119400;Piraí do Sul (PR);25463
2205805;Luzilândia (PI);25486
3538907;Pirajuí (SP);25492
2312700;Senador Pompeu (CE);25496
3113206;Carandaí (MG);25501
3302908;Miguel Pereira (RJ);25538
1507151;São Domingos do Araguaia (PA);25557
2303808;Cedro (CE);25557
2104677;Governador Nunes Freire (MA);25577
2911105;Formosa do Rio Preto (BA);25591
2608750;Lagoa Grande (PE);25601
2112456;Turilândia (MA);25619
2703106;Igaci (AL);25631
2110104;Santa Quitéria do Maranhão (MA);25642
1303304;Novo Aripuanã (AM);25644
3537404;Pereira Barreto (SP);25669
4319505;São Sebastião do Caí (RS);25685
2309458;Ocara (CE);25703
5100201;Água Boa (MT);25721
4309407;Guaporé (RS);25727
2709400;Viçosa (AL);25733
5001003;Aparecida do Taboado (MS);25745
1505031;Novo Progresso (PA);25762
4210506;Maravilha (SC);25762
2614808;Tacaratu (PE);25765
5211206;Itapuranga (GO);25768
2908606;Conde (BA);25837
4306908;Encruzilhada do Sul (RS);25877
5107875;Sapezal (MT);25881
1709302;Guaraí (TO);25923
2111102;São João dos Patos (MA);25929
3553401;Tanabi (SP);25967
3134905;Jacutinga (MG);25979
2105427;Itinga do Maranhão (MA);26000
2921203;Miguel Calmon (BA);26023
2611507;Quipapá (PE);26037
5108600;Vila Rica (MT);26037
2304954;Guaiúba (CE);26064
1503077;Garrafão do Norte (PA);26066
3202454;Ibatiba (ES);26082
5005004;Jardim (MS);26097
4102109;Astorga (PR);26111
3203403;Mimoso do Sul (ES);26153
3509403;Cajuru (SP);26167
2906204;Canarana (BA);26176
2305605;Independência (CE);26178
3204054;Pedro Canário (ES);26184
3156908;Sacramento (MG);26185
4322806;Veranópolis (RS);26241
2313203;Tamboril (CE);26251
2607604;Ilha de Itamaracá (PE);26258
2907301;Castro Alves (BA);26264
2925006;Planalto (BA);26265
3126703;Francisco Sá (MG);26277
1200104;Brasiléia (AC);26278
2404200;Goianinha (RN);26328
2607505;Itaíba (PE);26349
3162906;São João Nepomuceno (MG);26361
2516003;Solânea (PB);26407
2604601;Condado (PE);26421
3529203;Martinópolis (SP);26461
2612406;Sanharó (PE);26462
2301208;Aracoiaba (CE);26469
2610202;Panelas (PE);26474
3556305;Valparaíso (SP);26480
4123501;Santa Helena (PR);26490
2100303;Aldeias Altas (MA);26532
3547601;Santa Rosa de Viterbo (SP);26540
3118809;Coração de Jesus (MG);26602
2928208;Santana (BA);26614
2804607;Nossa Senhora das Dores (SE);26629
1507706;São Sebastião da Boa Vista (PA);26640
2202901;Corrente (PI);26644
2607752;Itapissuma (PE);26651
4311007;Jaguarão (RS);26680
3520442;Ilha Solteira (SP);26686
1100809;Candeias do Jamari (RO);26693
3106309;Belo Oriente (MG);26700
4121703;Reserva (PR);26715
3144607;Nepomuceno (MG);26769
5007695;São Gabriel do Oeste (MS);26771
2922102;Mundo Novo (BA);26776
4205456;Forquilhinha (SC);26793
2100709;Anajatuba (MA);26803
2800670;Boquim (SE);26816
2201507;Batalha (PI);26857
4321303;Taquari (RS);26862
4322707;Vera Cruz (RS);26863
4114302;Mandirituba (PR);26869
3546702;Santa Gertrudes (SP);26898
2913507;Iguaí (BA);26916
2913200;Ibotirama (BA);26927
3136652;Juatuba (MG);26946
2922904;Nova Soure (BA);26947
4216503;São Joaquim (SC);26952
2303204;Caririaçu (CE);26965
3144003;Mutum (MG);26979
5210109;Ipameri (GO);26985
2932309;Ubatã (BA);27035
3204104;Pinheiros (ES);27047
2100436;Alto Alegre do Maranhão (MA);27053
2611309;Pombos (PE);27091
2105104;Icatu (MA);27113
3521804;Itaí (SP);27125
2707305;Porto Calvo (AL);27165
2307106;Jardim (CE);27174
3303005;Miracema (RJ);27174
2919157;Lapão (BA);27223
4313300;Nova Prata (RS);27257
1600501;Oiapoque (AP);27270
2701001;Boca da Mata (AL);27281
4119954;Pontal do Paraná (PR);27284
3538600;Piracaia (SP);27303
2615805;Tupanatinga (PE);27304
3514106;Dois Córregos (SP);27315
2307809;Marco (CE);27361
2302701;Campos Sales (CE);27426
1500347;Água Azul do Norte (PA);27430
3300506;Bom Jardim (RJ);27446
4125704;São Miguel do Iguaçu (PR);27452
1300409;Barcelos (AM);27502
2508307;Lagoa Seca (PB);27503
2308302;Milagres (CE);27512
3539202;Pirapozinho (SP);27527
3547502;Santa Rita do Passa Quatro (SP);27557
4318507;São José do Norte (RS);27568
2925907;Quijingue (BA);27580
2408201;Nísia Floresta (RN);27602
3139607;Mantena (MG);27644
5200308;Alexânia (GO);27653
1504505;Melgaço (PA);27654
2709202;Traipu (AL);27715
2925758;Presidente Tancredo Neves (BA);27719
5105622;Mirassol d'Oeste (MT);27739
3303856;Paty do Alferes (RJ);27769
2401107;Areia Branca (RN);27774
5104807;Jaciara (MT);27776
2927705;Santa Cruz Cabrália (BA);27778
2202703;Cocal (PI);27787
4311304;Lagoa Vermelha (RS);27807
3152808;Prata (MG);27856
1500859;Anapu (PA);27890
3117306;Conceição das Alagoas (MG);27893
4116901;Nova Esperança (PR);27904
3119302;Coromandel (MG);27974
3151404;Pitangui (MG);27989
5005608;Miranda (MS);28013
3512209;Conchal (SP);28050
3109402;Buritizeiro (MG);28056
3123601;Elói Mendes (MG);28076
4101606;Arapoti (PR);28115
2925501;Prado (BA);28174
4321709;Três Coroas (RS);28220
2923100;Olindina (BA);28229
2705507;Murici (AL);28236
3160405;Santo Antônio do Monte (MG);28243
1301001;Carauari (AM);28294
2914901;Itacaré (BA);28296
3301876;Iguaba Grande (RJ);28310
1504406;Marapanim (PA);28336
2928406;Santa Rita de Cássia (BA);28338
2401453;Baraúna (RN);28374
2106755;Miranda do Norte (MA);28381
2511202;Pedras de Fogo (PB);28458
2933000;Valente (BA);28473
2500304;Alagoa Grande (PB);28496
2110609;São Bernardo (MA);28507
3526407;Laranjal Paulista (SP);28516
2922508;Nazaré (BA);28525
2614600;Tabira (PE);28534
3509254;Cajati (SP);28549
2403608;Extremoz (RN);28583
2805604;Porto da Folha (SE);28596
2917300;Ituberá (BA);28602
2309409;Novo Oriente (CE);28607
3116605;Cláudio (MG);28617
4111258;Itaperuçu (PR);28634
2704203;Limoeiro de Anadia (AL);28635
1301308;Codajás (AM);28637
2102200;Buriti (MA);28678
4219705;Xaxim (SC);28706
2105005;Humberto de Campos (MA);28717
2603207;Caetés (PE);28739
3111606;Campos Gerais (MG);28774
2615003;Taquaritinga do Norte (PE);28775
2208304;Piracuruca (PI);28791
2905909;Campo Alegre de Lourdes (BA);28798
5215702;Palmeiras de Goiás (GO);28858
4108601;Goioerê (PR);28884
2610509;Passira (PE);28933
1504000;Limoeiro do Ajuru (PA);28935
2923803;Paripiranga (BA);28989
2907103;Carinhanha (BA);29018
2914505;Irará (BA);29034
2311603;Redenção (CE);29053
5213087;Minaçu (GO);29070
2112100;Timbiras (MA);29124
1501907;Bujaru (PA);29132
3203007;Iúna (ES);29161
4202107;Barra Velha (SC);29168
3537909;Pilar do Sul (SP);29185
3551603;Serra Negra (SP);29229
2606606;Ibimirim (PE);29235
3200409;Anchieta (ES);29263
1500701;Anajás (PA);29277
3304003;Piraí (RJ);29277
4313375;Nova Santa Rita (RS);29300
4104253;Campo Magro (PR);29318
2922300;Muritiba (BA);29399
1504307;Maracanã (PA);29473
4322004;Triunfo (RS);29538
3110608;Cambuí (MG);29551
3530102;Mirandópolis (SP);29564
2805703;Propriá (SE);29626
4317301;Santa Vitória do Palmar (RS);29676
1301803;Ipixuna (AM);29689
3542206;Rancharia (SP);29707
3518305;Guararema (SP);29798
3538808;Piraju (SP);29806
2803609;Laranjeiras (SE);29826
4304804;Carlos Barbosa (RS);29833
2101004;Arari (MA);29848
5214507;Nerópolis (GO);29850
1506005;Prainha (PA);29866
2801207;Canindé de São Francisco (SE);29900
5203302;Bela Vista de Goiás (GO);29975
3525201;Jarinu (SP);30044
3205010;Sooretama (ES);30070
1504059;Mãe do Rio (PA);30077
3200201;Alegre (ES);30084
4209003;Joaçaba (SC);30118
1400472;Rorainópolis (RR);30163
5002407;Caarapó (MS);30174
1301159;Careiro da Várzea (AM);30225
4119608;Pitanga (PR);30310
2205706;Luís Correia (PI);30311
3114303;Carmo do Paranaíba (MG);30329
3300258;Arraial do Cabo (RJ);30349
4217709;Sombrio (SC);30374
3510807;Casa Branca (SP);30380
2409407;Pau dos Ferros (RN);30394
2800605;Barra dos Coqueiros (SE);30407
3520103;Igarapava (SP);30432
3203056;Jaguaré (ES);30477
2615607;Trindade (PE);30521
2504306;Catolé do Rocha (PB);30546
1100338;Nova Mamoré (RO);30583
2914653;Itabela (BA);30584
3200102;Afonso Cláudio (ES);30586
2606101;Glória do Goitá (PE);30604
2906873;Capim Grosso (BA);30662
1501105;Bagre (PA);30673
2313104;Tabuleiro do Norte (CE);30697
4308201;Flores da Cunha (RS);30745
2109452;Raposa (MA);30761
2927200;Ruy Barbosa (BA);30814
2607307;Ipubi (PE);30854
3520301;Iguape (SP);30857
3202306;Guaçuí (ES);30867
3155603;Rio Pardo de Minas (MG);30914
5103353;Confresa (MT);30933
1508035;Tracuateua (PA);30959
1505650;Placas (PA);30982
3200805;Baixo Guandu (ES);30998
4320800;Soledade (RS);31002
2605905;Gameleira (PE);31052
3201605;Conceição da Barra (ES);31063
1505700;Ponta de Pedras (PA);31082
3140704;Mateus Leme (MG);31086
2906303;Canavieiras (BA);31099
1504604;Mocajuba (PA);31136
3510005;Cândido Mota (SP);31280
4308508;Frederico Westphalen (RS);31313
3157203;Santa Bárbara (MG);31324
3145307;Novo Cruzeiro (MG);31331
1500958;Aurora do Pará (PA);31338
4109708;Ibaiti (PR);31364
4304200;Candelária (RS);31365
4102406;Bandeirantes (PR);31367
3526209;Juquitiba (SP);31444
5217401;Pires do Rio (GO);31458
2930154;Serra do Ramalho (BA);31472
1507003;Santo Antônio do Tauá (PA);31482
3141801;Minas Novas (MG);31484
2307502;Lavras da Mangabeira (CE);31508
2310308;Parambu (CE);31521
2113009;Vitorino Freire (MA);31523
5210208;Iporá (GO);31531
3162922;São Joaquim de Bicas (MG);31578
1504455;Medicilândia (PA);31597
2902906;Barra do Choça (BA);31603
3124302;Espinosa (MG);31617
3302254;Itatiaia (RJ);31805
3152006;Pompéu (MG);31812
2407203;Macau (RN);31814
2605301;Exu (PE);31825
4117909;Palotina (PR);31846
2100477;Alto Alegre do Pindaré (MA);31919
4111506;Ivaiporã (PR);31984
2905602;Camacan (BA);31988
1507201;São Domingos do Capim (PA);31989
2923704;Paratinga (BA);32000
1300508;Barreirinha (AM);32041
4113304;Laranjeiras do Sul (PR);32073
1302553;Manaquiri (AM);32105
2909307;Correntina (BA);32137
2708402;São José da Tapera (AL);32260
3546603;Santa Fé do Sul (SP);32322
2309300;Nova Russas (CE);32328
3108602;Brasília de Minas (MG);32347
3169356;Três Marias (MG);32356
1100098;Espigão D'Oeste (RO);32374
4119301;Pinhão (PR);32391
4122206;Rio Branco do Sul (PR);32397
2911204;Gandu (BA);32403
2312007;Santana do Acaraú (CE);32452
2609501;Nazaré da Mata (PE);32471
3105400;Barão de Cocais (MG);32485
1505205;Oeiras do Pará (PA);32512
2907806;Cícero Dantas (BA);32515
4212502;Penha (SC);32531
1503507;Irituia (PA);32550
4110102;Imbituva (PR);32564
2302305;Bela Cruz (CE);32591
3506607;Biritiba Mirim (SP);32598
2616308;Vicência (PE);32643
4306403;Dois Irmãos (RS);32671
2103703;Cururupu (MA);32695
2100956;Arame (MA);32701
2704500;Maragogi (AL);32704
2310258;Paraipaba (CE);32744
3165537;Sarzedo (MG);32752
2112902;Vitória do Mearim (MA);32764
2512101;Pombal (PB);32801
3505609;Barrinha (SP);32812
1505437;Ourilândia do Norte (PA);32832
5106505;Poconé (MT);32843
2605707;Floresta (PE);32873
3534609;Osvaldo Cruz (SP);32879
3550209;São Miguel Arcanjo (SP);32931
3518206;Guararapes (SP);32939
2108504;Pindaré-Mirim (MA);32941
3531902;Morro Agudo (SP);32968
3113305;Carangola (MG);33000
2506004;Esperança (PB);33007
4108809;Guaíra (PR);33119
2112605;Urbano Santos (MA);33122
2908507;Conceição do Jacuípe (BA);33153
2509701;Monteiro (PB);33222
4321451;Teutônia (RS);33232
2414407;Touros (RN);33287
4313706;Palmeira das Missões (RS);33303
1502756;Concórdia do Pará (PA);33318
3508603;Cachoeira Paulista (SP);33327
1303569;Rio Preto da Eva (AM);33347
4102000;Assis Chateaubriand (PR);33362
1503101;Gurupá (PA);33376
2106904;Monção (MA);33434
2926301;Riachão do Jacuípe (BA);33436
5103205;Colíder (MT);33438
4213203;Pomerode (SC);33447
4202800;Braço do Norte (SC);33450
4318903;São Luiz Gonzaga (RS);33468
2904902;Cachoeira (BA);33470
5003306;Coxim (MS);33543
2917706;Jaguarari (BA);33570
4302808;Caçapava do Sul (RS);33624
3146008;Ouro Fino (MG);33639
2307007;Jaguaruana (CE);33705
3513702;Descalvado (SP);33718
2928901;São Desidério (BA);33742
2206209;Miguel Alves (PI);33760
2106607;Matões (MA);33782
1502954;Eldorado do Carajás (PA);33808
5220108;São Luís de Montes Belos (GO);33817
2608107;João Alfredo (PE);33822
5215603;Padre Bernardo (GO);33835
3201902;Domingos Martins (ES);33850
3300233;Armação dos Búzios (RJ);33870
4117701;Palmeira (PR);33877
1501956;Cachoeira do Piriá (PA);33900
2613602;São José do Egito (PE);33951
2613503;São José do Belmonte (PE);33959
2102036;Bom Jesus das Selvas (MA);34028
2513901;São Bento (PB);34031
5209101;Goiatuba (GO);34095
4120903;Quedas do Iguaçu (PR);34103
1500503;Almeirim (PA);34109
4307807;Estrela (RS);34116
3168002;Taiobeiras (MG);34132
3502903;Araçoiaba da Serra (SP);34146
2708808;São Sebastião (AL);34152
4122305;Rio Negro (PR);34170
2801306;Capela (SE);34213
2603009;Cabrobó (PE);34221
2402204;Canguaretama (RN);34276
1300706;Boca do Acre (AM);34308
3305752;Tanguá (RJ);34309
3128006;Guanhães (MG);34319
3202801;Itapemirim (ES);34348
2803203;Itaporanga d'Ajuda (SE);34356
3546306;Santa Cruz das Palmeiras (SP);34361
2110708;São Domingos do Maranhão (MA);34376
4114203;Mandaguari (PR);34400
1502806;Curralinho (PA);34448
2708501;São Luís do Quitunde (AL);34555
3158953;Santana do Paraíso (MG);34663
2306900;Jaguaribe (CE);34682
3151503;Piumhi (MG);34691
2909901;Curaçá (BA);34700
2210607;São Raimundo Nonato (PI);34710
4115705;Matinhos (PR);34720
3132503;Itamarandiba (MG);34735
2805406;Poço Redondo (SE);34775
1200302;Feijó (AC);34780
2313609;Ubajara (CE);34792
2906808;Cansanção (BA);34834
4112009;Jaguariaíva (PR);34857
2107803;Parnarama (MA);34907
2405801;João Câmara (RN);34955
5101704;Barra do Bugres (MT);34966
3520400;Ilhabela (SP);34970
5105101;Juara (MT);34974
5106422;Peixoto de Azevedo (MT);34976
2924405;Pilão Arcado (BA);35048
3500105;Adamantina (SP);35068
4308607;Garibaldi (RS);35070
2310209;Paracuru (CE);35076
3519303;Ibaté (SP);35104
2706901;Pilar (AL);35111
3544004;Rio das Pedras (SP);35228
3505203;Bariri (SP);35264
1301407;Eirunepé (AM);35273
3513108;Cravinhos (SP);35292
2905800;Camamu (BA);35316
5102637;Campo Novo do Parecis (MT);35360
3101508;Além Paraíba (MG);35362
2308401;Missão Velha (CE);35393
4213609;Porto União (SC);35398
2921708;Morro do Chapéu (BA);35413
2926400;Riacho de Santana (BA);35421
1705508;Colinas do Tocantins (TO);35424
3162104;São Gotardo (MG);35469
4114807;Marialva (PR);35496
2916500;Itapicuru (BA);35576
2112407;Turiaçu (MA);35604
3550407;São Pedro (SP);35653
2302107;Baturité (CE);35750
1702208;Araguatins (TO);35761
5104104;Guarantã do Norte (MT);35816
2401008;Apodi (RN);35845
2614105;Sertânia (PE);35907
1100155;Ouro Preto do Oeste (RO);36035
2917003;Itiúba (BA);36089
3305000;São João da Barra (RJ);36102
3505302;Barra Bonita (SP);36126
3502507;Aparecida (SP);36157
3125101;Extrema (MG);36225
4309100;Gramado (RS);36232
4203600;Campos Novos (SC);36244
1303536;Presidente Figueiredo (AM);36279
3500303;Aguaí (SP);36305
2102101;Brejo (MA);36397
4205506;Fraiburgo (SC);36443
2607653;Itambé (PE);36447
2611002;Petrolândia (PE);36548
1100189;Pimenta Bueno (RO);36660
3103405;Araçuaí (MG);36708
2600401;Água Preta (PE);36771
3306206;Vassouras (RJ);36896
4310108;Igrejinha (RS);36899
5218300;Posse (GO);36900
2804508;Nossa Senhora da Glória (SE);36924
3525706;José Bonifácio (SP);37015
2207009;Oeiras (PI);37029
4109609;Guaratuba (PR);37067
4314803;Portão (RS);37079
1502152;Canaã dos Carajás (PA);37085
3300605;Bom Jesus do Itabapoana (RJ);37096
2605103;Custódia (PE);37111
3521002;Iperó (SP);37133
3500709;Agudos (SP);37214
2910602;Esplanada (BA);37237
2901007;Amargosa (BA);37241
2613107;São Caitano (PE);37245
2600104;Afogados da Ingazeira (PE);37259
2408300;Nova Cruz (RN);37343
2928000;Santaluz (BA);37348
1303106;Nova Olinda do Norte (AM);37378
4216305;São João Batista (SC);37424
5007208;Rio Brilhante (MS);37514
3201407;Castelo (ES);37534
2929305;São Gonçalo dos Campos (BA);37550
4310603;Itaqui (RS);37620
2310704;Pentecoste (CE);37751
3112307;Capelinha (MG);37784
3141108;Matozinhos (MG);37820
2110203;Santa Rita (MA);37855
1301100;Careiro (AM);37869
3152204;Porteirinha (MG);37906
3204708;São Gabriel da Palha (ES);37947
2306256;Itaitinga (CE);37980
4201307;Araquari (SC);38129
2602308;Bonito (PE);38134
2602001;Bodocó (PE);38146
2305902;Ipueiras (CE);38166
4315701;Rio Pardo (RS);38275
